time,f0,frame,rms
1.043083844706416130e-03,0.000000000000000000e+00,2.300000000000000000e+01,7.450580596923828125e-09
1.088435412384569645e-03,0.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00
1.133786863647401333e-03,0.000000000000000000e+00,2.500000000000000000e+01,3.725290298461914062e-09
1.179138314910233021e-03,0.000000000000000000e+00,2.600000000000000000e+01,3.725290298461914062e-09
1.224489766173064709e-03,0.000000000000000000e+00,2.700000000000000000e+01,7.450580596923828125e-09
1.269841217435896397e-03,0.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00
1.315192785114049911e-03,0.000000000000000000e+00,2.900000000000000000e+01,1.117587089538574219e-08
1.360544236376881599e-03,0.000000000000000000e+00,3.000000000000000000e+01,7.450580596923828125e-09
1.405895687639713287e-03,0.000000000000000000e+00,3.100000000000000000e+01,7.450580596923828125e-09
1.451247138902544975e-03,0.000000000000000000e+00,3.200000000000000000e+01,3.725290298461914062e-09
1.496598590165376663e-03,0.000000000000000000e+00,3.300000000000000000e+01,1.117587089538574219e-08
1.541950157843530178e-03,0.000000000000000000e+00,3.400000000000000000e+01,1.490116119384765625e-08
1.587301609106361866e-03,0.000000000000000000e+00,3.500000000000000000e+01,3.725290298461914062e-09
1.632653060369193554e-03,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00
1.678004511632025242e-03,0.000000000000000000e+00,3.700000000000000000e+01,3.725290298461914062e-09
1.723355962894856930e-03,0.000000000000000000e+00,3.800000000000000000e+01,1.117587089538574219e-08
1.768707530573010445e-03,0.000000000000000000e+00,3.900000000000000000e+01,0.000000000000000000e+00
1.814058981835842133e-03,0.000000000000000000e+00,4.000000000000000000e+01,3.725290298461914062e-09
1.859410433098673820e-03,0.000000000000000000e+00,4.100000000000000000e+01,3.725290298461914062e-09
1.904761884361505508e-03,0.000000000000000000e+00,4.200000000000000000e+01,1.117587089538574219e-08
1.950113335624337196e-03,0.000000000000000000e+00,4.300000000000000000e+01,1.490116119384765625e-08
1.995464786887168884e-03,0.000000000000000000e+00,4.400000000000000000e+01,7.450580596923828125e-09
2.040816238150000572e-03,0.000000000000000000e+00,4.500000000000000000e+01,3.725290298461914062e-09
2.086167689412832260e-03,0.000000000000000000e+00,4.600000000000000000e+01,3.725290298461914062e-09
2.131519373506307602e-03,0.000000000000000000e+00,4.700000000000000000e+01,7.450580596923828125e-09
2.176870824769139290e-03,0.000000000000000000e+00,4.800000000000000000e+01,1.490116119384765625e-08
2.222222276031970978e-03,0.000000000000000000e+00,4.900000000000000000e+01,1.862645149230957031e-08
2.267573727294802666e-03,0.000000000000000000e+00,5.000000000000000000e+01,7.450580596923828125e-09
2.312925178557634354e-03,0.000000000000000000e+00,5.100000000000000000e+01,3.725290298461914062e-09
2.358276629820466042e-03,0.000000000000000000e+00,5.200000000000000000e+01,7.450580596923828125e-09
2.403628081083297729e-03,0.000000000000000000e+00,5.300000000000000000e+01,7.450580596923828125e-09
2.448979532346129417e-03,0.000000000000000000e+00,5.400000000000000000e+01,3.725290298461914062e-09
2.494330983608961105e-03,0.000000000000000000e+00,5.500000000000000000e+01,1.490116119384765625e-08
2.539682434871792793e-03,0.000000000000000000e+00,5.600000000000000000e+01,3.725290298461914062e-09
2.585034118965268135e-03,0.000000000000000000e+00,5.700000000000000000e+01,1.490116119384765625e-08
2.630385570228099823e-03,0.000000000000000000e+00,5.800000000000000000e+01,3.725290298461914062e-08
2.675737021490931511e-03,0.000000000000000000e+00,5.900000000000000000e+01,2.980232238769531250e-08
2.721088472753763199e-03,0.000000000000000000e+00,6.000000000000000000e+01,1.117587089538574219e-08
2.766439924016594887e-03,0.000000000000000000e+00,6.100000000000000000e+01,3.352761268615722656e-08
2.811791375279426575e-03,0.000000000000000000e+00,6.200000000000000000e+01,4.470348358154296875e-08
2.857142826542258263e-03,0.000000000000000000e+00,6.300000000000000000e+01,2.980232238769531250e-08
2.902494277805089951e-03,0.000000000000000000e+00,6.400000000000000000e+01,4.097819328308105469e-08
2.947845729067921638e-03,0.000000000000000000e+00,6.500000000000000000e+01,4.097819328308105469e-08
2.993197180330753326e-03,0.000000000000000000e+00,6.600000000000000000e+01,2.607703208923339844e-08
3.038548864424228668e-03,0.000000000000000000e+00,6.700000000000000000e+01,3.352761268615722656e-08
3.083900315687060356e-03,0.000000000000000000e+00,6.800000000000000000e+01,3.352761268615722656e-08
3.129251766949892044e-03,0.000000000000000000e+00,6.900000000000000000e+01,1.490116119384765625e-08
3.174603218212723732e-03,0.000000000000000000e+00,7.000000000000000000e+01,1.117587089538574219e-08
3.219954669475555420e-03,0.000000000000000000e+00,7.100000000000000000e+01,1.490116119384765625e-08
3.265306120738387108e-03,0.000000000000000000e+00,7.200000000000000000e+01,1.862645149230957031e-08
3.310657572001218796e-03,0.000000000000000000e+00,7.300000000000000000e+01,1.490116119384765625e-08
3.356009023264050484e-03,0.000000000000000000e+00,7.400000000000000000e+01,3.725290298461914062e-08
3.401360474526882172e-03,0.000000000000000000e+00,7.500000000000000000e+01,3.725290298461914062e-09
3.446711925789713860e-03,0.000000000000000000e+00,7.600000000000000000e+01,7.450580596923828125e-09
3.492063377052545547e-03,0.000000000000000000e+00,7.700000000000000000e+01,3.352761268615722656e-08
3.537415061146020889e-03,0.000000000000000000e+00,7.800000000000000000e+01,4.842877388000488281e-08
3.582766512408852577e-03,0.000000000000000000e+00,7.900000000000000000e+01,3.352761268615722656e-08
3.628117963671684265e-03,0.000000000000000000e+00,8.000000000000000000e+01,3.725290298461914062e-08
3.673469414934515953e-03,0.000000000000000000e+00,8.100000000000000000e+01,2.607703208923339844e-08
3.718820866197347641e-03,0.000000000000000000e+00,8.200000000000000000e+01,5.960464477539062500e-08
3.764172317460179329e-03,0.000000000000000000e+00,8.300000000000000000e+01,1.154839992523193359e-07
3.809523768723011017e-03,0.000000000000000000e+00,8.400000000000000000e+01,8.568167686462402344e-08
3.854875219985842705e-03,0.000000000000000000e+00,8.500000000000000000e+01,6.332993507385253906e-08
3.900226671248674393e-03,0.000000000000000000e+00,8.600000000000000000e+01,7.450580596923828125e-08
3.945578355342149734e-03,0.000000000000000000e+00,8.700000000000000000e+01,4.097819328308105469e-08
3.990929573774337769e-03,0.000000000000000000e+00,8.800000000000000000e+01,3.725290298461914062e-08
4.036281257867813110e-03,0.000000000000000000e+00,8.900000000000000000e+01,7.450580596923828125e-09
4.081632476300001144e-03,0.000000000000000000e+00,9.000000000000000000e+01,6.332993507385253906e-08
4.126984160393476486e-03,0.000000000000000000e+00,9.100000000000000000e+01,2.980232238769531250e-08
4.172335378825664520e-03,0.000000000000000000e+00,9.200000000000000000e+01,7.078051567077636719e-08
4.217687062919139862e-03,0.000000000000000000e+00,9.300000000000000000e+01,1.117587089538574219e-07
4.263038747012615204e-03,0.000000000000000000e+00,9.400000000000000000e+01,2.607703208923339844e-08
4.308389965444803238e-03,0.000000000000000000e+00,9.500000000000000000e+01,3.725290298461914062e-08
4.353741649538278580e-03,0.000000000000000000e+00,9.600000000000000000e+01,3.725290298461914062e-08
4.399092867970466614e-03,0.000000000000000000e+00,9.700000000000000000e+01,1.564621925354003906e-07
4.444444552063941956e-03,0.000000000000000000e+00,9.800000000000000000e+01,7.823109626770019531e-08
4.489795770496129990e-03,0.000000000000000000e+00,9.900000000000000000e+01,4.842877388000488281e-08
4.535147454589605331e-03,0.000000000000000000e+00,1.000000000000000000e+02,5.587935447692871094e-08
4.580498673021793365e-03,0.000000000000000000e+00,1.010000000000000000e+02,1.490116119384765625e-08
4.625850357115268707e-03,0.000000000000000000e+00,1.020000000000000000e+02,5.587935447692871094e-08
4.671202041208744049e-03,0.000000000000000000e+00,1.030000000000000000e+02,5.587935447692871094e-08
4.716553259640932083e-03,0.000000000000000000e+00,1.040000000000000000e+02,9.685754776000976562e-08
4.761904943734407425e-03,0.000000000000000000e+00,1.050000000000000000e+02,1.229345798492431641e-07
4.807256162166595459e-03,0.000000000000000000e+00,1.060000000000000000e+02,1.937150955200195312e-07
4.852607846260070801e-03,0.000000000000000000e+00,1.070000000000000000e+02,2.607703208923339844e-07
4.897959064692258835e-03,0.000000000000000000e+00,1.080000000000000000e+02,1.564621925354003906e-07
4.943310748785734177e-03,0.000000000000000000e+00,1.090000000000000000e+02,6.332993507385253906e-08
4.988661967217922211e-03,0.000000000000000000e+00,1.100000000000000000e+02,1.117587089538574219e-07
5.034013651311397552e-03,0.000000000000000000e+00,1.110000000000000000e+02,1.005828380584716797e-07
5.079364869743585587e-03,0.000000000000000000e+00,1.120000000000000000e+02,1.788139343261718750e-07
5.124716553837060928e-03,0.000000000000000000e+00,1.130000000000000000e+02,1.974403858184814453e-07
5.170068237930536270e-03,0.000000000000000000e+00,1.140000000000000000e+02,7.823109626770019531e-08
5.215419456362724304e-03,0.000000000000000000e+00,1.150000000000000000e+02,2.980232238769531250e-08
5.260771140456199646e-03,0.000000000000000000e+00,1.160000000000000000e+02,1.266598701477050781e-07
5.306122358888387680e-03,0.000000000000000000e+00,1.170000000000000000e+02,8.568167686462402344e-08
5.351474042981863022e-03,0.000000000000000000e+00,1.180000000000000000e+02,3.352761268615722656e-08
5.396825261414051056e-03,0.000000000000000000e+00,1.190000000000000000e+02,1.825392246246337891e-07
5.442176945507526398e-03,0.000000000000000000e+00,1.200000000000000000e+02,9.313225746154785156e-08
5.487528163939714432e-03,0.000000000000000000e+00,1.210000000000000000e+02,1.266598701477050781e-07
5.532879848033189774e-03,0.000000000000000000e+00,1.220000000000000000e+02,3.427267074584960938e-07
5.578231066465377808e-03,0.000000000000000000e+00,1.230000000000000000e+02,3.129243850708007812e-07
5.623582750558853149e-03,0.000000000000000000e+00,1.240000000000000000e+02,1.862645149230957031e-07
5.668934434652328491e-03,0.000000000000000000e+00,1.250000000000000000e+02,3.539025783538818359e-07
5.714285653084516525e-03,0.000000000000000000e+00,1.260000000000000000e+02,4.209578037261962891e-07
5.759637337177991867e-03,0.000000000000000000e+00,1.270000000000000000e+02,2.644956111907958984e-07
5.804988555610179901e-03,0.000000000000000000e+00,1.280000000000000000e+02,4.209578037261962891e-07
5.850340239703655243e-03,0.000000000000000000e+00,1.290000000000000000e+02,3.650784492492675781e-07
5.895691458135843277e-03,0.000000000000000000e+00,1.300000000000000000e+02,1.937150955200195312e-07
5.941043142229318619e-03,0.000000000000000000e+00,1.310000000000000000e+02,3.837049007415771484e-07
5.986394360661506653e-03,0.000000000000000000e+00,1.320000000000000000e+02,4.321336746215820312e-07
6.031746044754981995e-03,0.000000000000000000e+00,1.330000000000000000e+02,1.229345798492431641e-07
6.077097728848457336e-03,0.000000000000000000e+00,1.340000000000000000e+02,7.823109626770019531e-08
6.122448947280645370e-03,0.000000000000000000e+00,1.350000000000000000e+02,2.644956111907958984e-07
6.167800631374120712e-03,0.000000000000000000e+00,1.360000000000000000e+02,2.607703208923339844e-08
6.213151849806308746e-03,0.000000000000000000e+00,1.370000000000000000e+02,9.313225746154785156e-08
6.258503533899784088e-03,0.000000000000000000e+00,1.380000000000000000e+02,1.974403858184814453e-07
6.303854752331972122e-03,0.000000000000000000e+00,1.390000000000000000e+02,7.450580596923828125e-09
6.349206436425447464e-03,0.000000000000000000e+00,1.400000000000000000e+02,1.229345798492431641e-07
6.394557654857635498e-03,0.000000000000000000e+00,1.410000000000000000e+02,3.911554813385009766e-07
6.439909338951110840e-03,0.000000000000000000e+00,1.420000000000000000e+02,3.576278686523437500e-07
6.485260557383298874e-03,0.000000000000000000e+00,1.430000000000000000e+02,2.533197402954101562e-07
6.530612241476774216e-03,0.000000000000000000e+00,1.440000000000000000e+02,4.023313522338867188e-07
6.575963925570249557e-03,0.000000000000000000e+00,1.450000000000000000e+02,1.527369022369384766e-07
6.621315144002437592e-03,0.000000000000000000e+00,1.460000000000000000e+02,2.533197402954101562e-07
6.666666828095912933e-03,0.000000000000000000e+00,1.470000000000000000e+02,7.115304470062255859e-07
6.712018046528100967e-03,0.000000000000000000e+00,1.480000000000000000e+02,7.301568984985351562e-07
6.757369730621576309e-03,0.000000000000000000e+00,1.490000000000000000e+02,5.103647708892822266e-07
6.802720949053764343e-03,0.000000000000000000e+00,1.500000000000000000e+02,2.197921276092529297e-07
6.848072633147239685e-03,0.000000000000000000e+00,1.510000000000000000e+02,8.940696716308593750e-08
6.893423851579427719e-03,0.000000000000000000e+00,1.520000000000000000e+02,3.576278686523437500e-07
6.938775535672903061e-03,0.000000000000000000e+00,1.530000000000000000e+02,2.235174179077148438e-08
6.984126754105091095e-03,0.000000000000000000e+00,1.540000000000000000e+02,1.080334186553955078e-07
7.029478438198566437e-03,0.000000000000000000e+00,1.550000000000000000e+02,2.495944499969482422e-07
7.074830122292041779e-03,0.000000000000000000e+00,1.560000000000000000e+02,6.370246410369873047e-07
7.120181340724229813e-03,0.000000000000000000e+00,1.570000000000000000e+02,6.593763828277587891e-07
7.165533024817705154e-03,0.000000000000000000e+00,1.580000000000000000e+02,1.005828380584716797e-07
7.210884243249893188e-03,0.000000000000000000e+00,1.590000000000000000e+02,2.607703208923339844e-08
7.256235927343368530e-03,0.000000000000000000e+00,1.600000000000000000e+02,5.587935447692871094e-07
7.301587145775556564e-03,0.000000000000000000e+00,1.610000000000000000e+02,1.009553670883178711e-06
7.346938829869031906e-03,0.000000000000000000e+00,1.620000000000000000e+02,4.582107067108154297e-07
7.392290048301219940e-03,0.000000000000000000e+00,1.630000000000000000e+02,2.160668373107910156e-07
7.437641732394695282e-03,0.000000000000000000e+00,1.640000000000000000e+02,4.284083843231201172e-07
7.482993416488170624e-03,0.000000000000000000e+00,1.650000000000000000e+02,6.705522537231445312e-08
7.528344634920358658e-03,0.000000000000000000e+00,1.660000000000000000e+02,2.868473529815673828e-07
7.573696319013834000e-03,0.000000000000000000e+00,1.670000000000000000e+02,5.476176738739013672e-07
7.619047537446022034e-03,0.000000000000000000e+00,1.680000000000000000e+02,1.028180122375488281e-06
7.664399221539497375e-03,0.000000000000000000e+00,1.690000000000000000e+02,9.834766387939453125e-07
7.709750439971685410e-03,0.000000000000000000e+00,1.700000000000000000e+02,1.247972249984741211e-06
7.755102124065160751e-03,0.000000000000000000e+00,1.710000000000000000e+02,1.732259988784790039e-06
7.800453342497348785e-03,0.000000000000000000e+00,1.720000000000000000e+02,1.065433025360107422e-06
7.845805026590824127e-03,0.000000000000000000e+00,1.730000000000000000e+02,4.805624485015869141e-07
7.891156710684299469e-03,0.000000000000000000e+00,1.740000000000000000e+02,9.052455425262451172e-07
7.936508394777774811e-03,0.000000000000000000e+00,1.750000000000000000e+02,8.642673492431640625e-07
7.981859147548675537e-03,0.000000000000000000e+00,1.760000000000000000e+02,1.296401023864746094e-06
8.027210831642150879e-03,0.000000000000000000e+00,1.770000000000000000e+02,9.872019290924072266e-07
8.072562515735626221e-03,0.000000000000000000e+00,1.780000000000000000e+02,2.384185791015625000e-07
8.117914199829101562e-03,0.000000000000000000e+00,1.790000000000000000e+02,3.725290298461914062e-08
8.163264952600002289e-03,0.000000000000000000e+00,1.800000000000000000e+02,1.281499862670898438e-06
8.208616636693477631e-03,0.000000000000000000e+00,1.810000000000000000e+02,6.034970283508300781e-07
8.253968320786952972e-03,0.000000000000000000e+00,1.820000000000000000e+02,3.241002559661865234e-07
8.299320004880428314e-03,0.000000000000000000e+00,1.830000000000000000e+02,1.113861799240112305e-06
8.344670757651329041e-03,0.000000000000000000e+00,1.840000000000000000e+02,9.983777999877929688e-07
8.390022441744804382e-03,0.000000000000000000e+00,1.850000000000000000e+02,5.848705768585205078e-07
8.435374125838279724e-03,0.000000000000000000e+00,1.860000000000000000e+02,1.467764377593994141e-06
8.480725809931755066e-03,0.000000000000000000e+00,1.870000000000000000e+02,1.844018697738647461e-06
8.526077494025230408e-03,0.000000000000000000e+00,1.880000000000000000e+02,1.754611730575561523e-06
8.571428246796131134e-03,0.000000000000000000e+00,1.890000000000000000e+02,2.644956111907958984e-06
8.616779930889606476e-03,0.000000000000000000e+00,1.900000000000000000e+02,2.656131982803344727e-06
8.662131614983081818e-03,0.000000000000000000e+00,1.910000000000000000e+02,1.735985279083251953e-06
8.707483299076557159e-03,0.000000000000000000e+00,1.920000000000000000e+02,3.084540367126464844e-06
8.752834051847457886e-03,0.000000000000000000e+00,1.930000000000000000e+02,2.443790435791015625e-06
8.798185735940933228e-03,0.000000000000000000e+00,1.940000000000000000e+02,1.136213541030883789e-06
8.843537420034408569e-03,0.000000000000000000e+00,1.950000000000000000e+02,2.838671207427978516e-06
8.888889104127883911e-03,0.000000000000000000e+00,1.960000000000000000e+02,3.572553396224975586e-06
8.934240788221359253e-03,0.000000000000000000e+00,1.970000000000000000e+02,1.318752765655517578e-06
8.979591540992259979e-03,0.000000000000000000e+00,1.980000000000000000e+02,6.332993507385253906e-07
9.024943225085735321e-03,0.000000000000000000e+00,1.990000000000000000e+02,2.153217792510986328e-06
9.070294909179210663e-03,0.000000000000000000e+00,2.000000000000000000e+02,9.723007678985595703e-07
9.115646593272686005e-03,0.000000000000000000e+00,2.010000000000000000e+02,9.983777999877929688e-07
9.160997346043586731e-03,0.000000000000000000e+00,2.020000000000000000e+02,1.195818185806274414e-06
9.206349030137062073e-03,0.000000000000000000e+00,2.030000000000000000e+02,4.805624485015869141e-07
9.251700714230537415e-03,0.000000000000000000e+00,2.040000000000000000e+02,1.724809408187866211e-06
9.297052398324012756e-03,0.000000000000000000e+00,2.050000000000000000e+02,3.345310688018798828e-06
9.342404082417488098e-03,0.000000000000000000e+00,2.060000000000000000e+02,3.028661012649536133e-06
9.387754835188388824e-03,0.000000000000000000e+00,2.070000000000000000e+02,1.970678567886352539e-06
9.433106519281864166e-03,0.000000000000000000e+00,2.080000000000000000e+02,2.544373273849487305e-06
9.478458203375339508e-03,0.000000000000000000e+00,2.090000000000000000e+02,1.553446054458618164e-06
9.523809887468814850e-03,0.000000000000000000e+00,2.100000000000000000e+02,3.330409526824951172e-06
9.569160640239715576e-03,0.000000000000000000e+00,2.110000000000000000e+02,5.859881639480590820e-06
9.614512324333190918e-03,0.000000000000000000e+00,2.120000000000000000e+02,4.995614290237426758e-06
9.659864008426666260e-03,0.000000000000000000e+00,2.130000000000000000e+02,3.676861524581909180e-06
9.705215692520141602e-03,0.000000000000000000e+00,2.140000000000000000e+02,2.775341272354125977e-06
9.750566445291042328e-03,0.000000000000000000e+00,2.150000000000000000e+02,1.709908246994018555e-06
9.795918129384517670e-03,0.000000000000000000e+00,2.160000000000000000e+02,9.872019290924072266e-07
9.841269813477993011e-03,0.000000000000000000e+00,2.170000000000000000e+02,3.613531589508056641e-07
9.886621497571468353e-03,0.000000000000000000e+00,2.180000000000000000e+02,1.206994056701660156e-06
9.931973181664943695e-03,0.000000000000000000e+00,2.190000000000000000e+02,1.516193151473999023e-06
9.977323934435844421e-03,0.000000000000000000e+00,2.200000000000000000e+02,2.004206180572509766e-06
1.002267561852931976e-02,0.000000000000000000e+00,2.210000000000000000e+02,5.971640348434448242e-06
1.006802730262279510e-02,0.000000000000000000e+00,2.220000000000000000e+02,3.326684236526489258e-06
1.011337898671627045e-02,0.000000000000000000e+00,2.230000000000000000e+02,2.011656761169433594e-07
1.015872973948717117e-02,0.000000000000000000e+00,2.240000000000000000e+02,4.991888999938964844e-07
1.020408142358064651e-02,0.000000000000000000e+00,2.250000000000000000e+02,4.485249519348144531e-06
1.024943310767412186e-02,0.000000000000000000e+00,2.260000000000000000e+02,5.807727575302124023e-06
1.029478479176759720e-02,0.000000000000000000e+00,2.270000000000000000e+02,3.591179847717285156e-06
1.034013647586107254e-02,0.000000000000000000e+00,2.280000000000000000e+02,9.015202522277832031e-07
1.038548722863197327e-02,0.000000000000000000e+00,2.290000000000000000e+02,8.381903171539306641e-07
1.043083891272544861e-02,0.000000000000000000e+00,2.300000000000000000e+02,4.142522811889648438e-06
1.047619059681892395e-02,0.000000000000000000e+00,2.310000000000000000e+02,2.637505531311035156e-06
1.052154228091239929e-02,0.000000000000000000e+00,2.320000000000000000e+02,1.262873411178588867e-06
1.056689303368330002e-02,0.000000000000000000e+00,2.330000000000000000e+02,5.457550287246704102e-06
1.061224471777677536e-02,0.000000000000000000e+00,2.340000000000000000e+02,8.106231689453125000e-06
1.065759640187025070e-02,0.000000000000000000e+00,2.350000000000000000e+02,6.396323442459106445e-06
1.070294808596372604e-02,0.000000000000000000e+00,2.360000000000000000e+02,3.948807716369628906e-07
1.074829977005720139e-02,0.000000000000000000e+00,2.370000000000000000e+02,1.240521669387817383e-06
1.079365052282810211e-02,0.000000000000000000e+00,2.380000000000000000e+02,5.938112735748291016e-06
1.083900220692157745e-02,0.000000000000000000e+00,2.390000000000000000e+02,3.259629011154174805e-06
1.088435389101505280e-02,0.000000000000000000e+00,2.400000000000000000e+02,3.933906555175781250e-06
1.092970557510852814e-02,0.000000000000000000e+00,2.410000000000000000e+02,5.915760993957519531e-06
1.097505632787942886e-02,0.000000000000000000e+00,2.420000000000000000e+02,3.170222043991088867e-06
1.102040801197290421e-02,0.000000000000000000e+00,2.430000000000000000e+02,2.086162567138671875e-07
1.106575969606637955e-02,0.000000000000000000e+00,2.440000000000000000e+02,8.195638656616210938e-07
1.111111138015985489e-02,0.000000000000000000e+00,2.450000000000000000e+02,8.530914783477783203e-07
1.115646213293075562e-02,0.000000000000000000e+00,2.460000000000000000e+02,3.211200237274169922e-06
1.120181381702423096e-02,0.000000000000000000e+00,2.470000000000000000e+02,5.993992090225219727e-06
1.124716550111770630e-02,0.000000000000000000e+00,2.480000000000000000e+02,5.476176738739013672e-07
1.129251718521118164e-02,0.000000000000000000e+00,2.490000000000000000e+02,1.281499862670898438e-06
1.133786886930465698e-02,0.000000000000000000e+00,2.500000000000000000e+02,1.091882586479187012e-05
1.138321962207555771e-02,0.000000000000000000e+00,2.510000000000000000e+02,9.555369615554809570e-06
1.142857130616903305e-02,0.000000000000000000e+00,2.520000000000000000e+02,2.268701791763305664e-06
1.147392299026250839e-02,0.000000000000000000e+00,2.530000000000000000e+02,6.511807441711425781e-06
1.151927467435598373e-02,0.000000000000000000e+00,2.540000000000000000e+02,9.957700967788696289e-06
1.156462542712688446e-02,0.000000000000000000e+00,2.550000000000000000e+02,6.537884473800659180e-06
1.160997711122035980e-02,0.000000000000000000e+00,2.560000000000000000e+02,9.994953870773315430e-06
1.165532879531383514e-02,0.000000000000000000e+00,2.570000000000000000e+02,1.161918044090270996e-05
1.170068047940731049e-02,0.000000000000000000e+00,2.580000000000000000e+02,9.413808584213256836e-06
1.174603216350078583e-02,0.000000000000000000e+00,2.590000000000000000e+02,7.387250661849975586e-06
1.179138291627168655e-02,0.000000000000000000e+00,2.600000000000000000e+02,2.767890691757202148e-06
1.183673460036516190e-02,0.000000000000000000e+00,2.610000000000000000e+02,1.527369022369384766e-07
1.188208628445863724e-02,0.000000000000000000e+00,2.620000000000000000e+02,7.402151823043823242e-06
1.192743796855211258e-02,0.000000000000000000e+00,2.630000000000000000e+02,7.428228855133056641e-06
1.197278872132301331e-02,0.000000000000000000e+00,2.640000000000000000e+02,1.884996891021728516e-06
1.201814040541648865e-02,0.000000000000000000e+00,2.650000000000000000e+02,3.438442945480346680e-06
1.206349208950996399e-02,0.000000000000000000e+00,2.660000000000000000e+02,8.028000593185424805e-06
1.210884377360343933e-02,0.000000000000000000e+00,2.670000000000000000e+02,2.309679985046386719e-06
1.215419545769691467e-02,0.000000000000000000e+00,2.680000000000000000e+02,6.552785634994506836e-06
1.219954621046781540e-02,0.000000000000000000e+00,2.690000000000000000e+02,3.036111593246459961e-06
1.224489789456129074e-02,0.000000000000000000e+00,2.700000000000000000e+02,8.009374141693115234e-06
1.229024957865476608e-02,0.000000000000000000e+00,2.710000000000000000e+02,9.182840585708618164e-06
1.233560126274824142e-02,0.000000000000000000e+00,2.720000000000000000e+02,8.553266525268554688e-06
1.238095201551914215e-02,0.000000000000000000e+00,2.730000000000000000e+02,2.309679985046386719e-07
1.242630369961261749e-02,0.000000000000000000e+00,2.740000000000000000e+02,8.717179298400878906e-07
1.247165538370609283e-02,0.000000000000000000e+00,2.750000000000000000e+02,6.429851055145263672e-06
1.251700706779956818e-02,0.000000000000000000e+00,2.760000000000000000e+02,9.767711162567138672e-06
1.256235782057046890e-02,0.000000000000000000e+00,2.770000000000000000e+02,8.784234523773193359e-06
1.260770950466394424e-02,0.000000000000000000e+00,2.780000000000000000e+02,4.202127456665039062e-06
1.265306118875741959e-02,0.000000000000000000e+00,2.790000000000000000e+02,5.774199962615966797e-06
1.269841287285089493e-02,0.000000000000000000e+00,2.800000000000000000e+02,4.205852746963500977e-06
1.274376455694437027e-02,0.000000000000000000e+00,2.810000000000000000e+02,4.887580871582031250e-06
1.278911530971527100e-02,0.000000000000000000e+00,2.820000000000000000e+02,6.012618541717529297e-06
1.283446699380874634e-02,0.000000000000000000e+00,2.830000000000000000e+02,1.996383070945739746e-05
1.287981867790222168e-02,0.000000000000000000e+00,2.840000000000000000e+02,1.123547554016113281e-05
1.292517036199569702e-02,0.000000000000000000e+00,2.850000000000000000e+02,1.594424247741699219e-06
1.297052111476659775e-02,0.000000000000000000e+00,2.860000000000000000e+02,1.093000173568725586e-05
1.301587279886007309e-02,0.000000000000000000e+00,2.870000000000000000e+02,1.822039484977722168e-05
1.306122448295354843e-02,0.000000000000000000e+00,2.880000000000000000e+02,1.198053359985351562e-05
1.310657616704702377e-02,0.000000000000000000e+00,2.890000000000000000e+02,2.402812242507934570e-06
1.315192785114049911e-02,0.000000000000000000e+00,2.900000000000000000e+02,2.920627593994140625e-06
